nohup: 忽略输入
Epoch:232 Loss:0.52955803
Epoch:233 Loss:0.52845769
Epoch:234 Loss:0.53433213
Epoch:235 Loss:0.52486821
Epoch:236 Loss:0.52519215
Epoch:237 Loss:0.52789565
Epoch:238 Loss:0.52514558
Epoch:239 Loss:0.52438204
Epoch:240 Loss:0.52503732
Epoch:241 Loss:0.52353019
Epoch:242 Loss:0.52963426
Epoch:243 Loss:0.52274737
Epoch:244 Loss:0.52748888
Epoch:245 Loss:0.51557852
Epoch:246 Loss:0.52546891
Epoch:247 Loss:0.53048971
Epoch:248 Loss:0.52542342
Epoch:249 Loss:0.51900142
Epoch:250 Loss:0.52024549
Epoch:251 Loss:0.52899016
Epoch:252 Loss:0.52295190
Epoch:253 Loss:0.51768548
Epoch:254 Loss:0.51925037
Epoch:255 Loss:0.52961871
Epoch:256 Loss:0.52034493
Epoch:257 Loss:0.51277991
Epoch:258 Loss:0.52205675
Epoch:259 Loss:0.51737473
Epoch:260 Loss:0.50923171
Epoch:261 Loss:0.52448665
Epoch:262 Loss:0.51096932
Epoch:263 Loss:0.51115181
Epoch:264 Loss:0.51331523
Epoch:265 Loss:0.50751099
Epoch:266 Loss:0.51834718
Epoch:267 Loss:0.51197777
Epoch:268 Loss:0.50881349
Epoch:269 Loss:0.51337400
Epoch:270 Loss:0.50794388
Epoch:271 Loss:0.50605187
Epoch:272 Loss:0.50410422
Epoch:273 Loss:0.50992565
Epoch:274 Loss:0.50361672
Epoch:275 Loss:0.50676759
Epoch:276 Loss:0.50877778
Epoch:277 Loss:0.51076040
Epoch:278 Loss:0.50691783
Epoch:279 Loss:0.50307521
Epoch:280 Loss:0.50292739
Epoch:281 Loss:0.50060434
Epoch:282 Loss:0.50932401
Epoch:283 Loss:0.50294108
Epoch:284 Loss:0.50295837
Epoch:285 Loss:0.50749481
Epoch:286 Loss:0.49905306
Epoch:287 Loss:0.50538839
Epoch:288 Loss:0.50024075
Epoch:289 Loss:0.49858949
Epoch:290 Loss:0.49437102
Epoch:291 Loss:0.50862417
Epoch:292 Loss:0.50516881
Epoch:293 Loss:0.50068005
Epoch:294 Loss:0.50366286
Epoch:295 Loss:0.50377274
Epoch:296 Loss:0.50194404
Epoch:297 Loss:0.49757501
Epoch:298 Loss:0.50094631
Epoch:299 Loss:0.49114135
Epoch:300 Loss:0.49698228
Epoch:301 Loss:0.49925476
Epoch:302 Loss:0.50131606
Epoch:303 Loss:0.49147085
Epoch:304 Loss:0.48794568
Epoch:305 Loss:0.49433823
Epoch:306 Loss:0.49117212
Epoch:307 Loss:0.49334128
Epoch:308 Loss:0.49292289
Epoch:309 Loss:0.49329828
Epoch:310 Loss:0.50113407
Epoch:311 Loss:0.48912373
Epoch:312 Loss:0.47862510
Epoch:313 Loss:0.48263438
Epoch:314 Loss:0.49247044
Epoch:315 Loss:0.48979140
Epoch:316 Loss:0.48701866
Epoch:317 Loss:0.48300192
Epoch:318 Loss:0.48974536
Epoch:319 Loss:0.48436110
Epoch:320 Loss:0.49094591
Epoch:321 Loss:0.48526704
Epoch:322 Loss:0.48325904
Epoch:323 Loss:0.49785452
Epoch:324 Loss:0.48195643
Epoch:325 Loss:0.48309322
Epoch:326 Loss:0.48466594
Epoch:327 Loss:0.47797467
Epoch:328 Loss:0.48164830
Epoch:329 Loss:0.48394947
Epoch:330 Loss:0.48630494
Epoch:331 Loss:0.47883487
Epoch:332 Loss:0.48491161
Epoch:333 Loss:0.48818217
Epoch:334 Loss:0.48352288
Epoch:335 Loss:0.48328956
Epoch:336 Loss:0.47298335
Epoch:337 Loss:0.47716413
Epoch:338 Loss:0.48272723
Epoch:339 Loss:0.47194762
Epoch:340 Loss:0.48872970
Epoch:341 Loss:0.48383021
Epoch:342 Loss:0.46395156
Epoch:343 Loss:0.47613944
Epoch:344 Loss:0.48141697
Epoch:345 Loss:0.47767221
Epoch:346 Loss:0.48315819
Epoch:347 Loss:0.48525655
Epoch:348 Loss:0.47892276
Epoch:349 Loss:0.47073896
Epoch:350 Loss:0.47452666
Epoch:351 Loss:0.47960530
Epoch:352 Loss:0.47920835
Epoch:353 Loss:0.47345651
Epoch:354 Loss:0.46789474
Epoch:355 Loss:0.47309142
Epoch:356 Loss:0.47250797
Epoch:357 Loss:0.47546319
Epoch:358 Loss:0.47505069
Epoch:359 Loss:0.46832577
Epoch:360 Loss:0.47338706
Epoch:361 Loss:0.47326350
Epoch:362 Loss:0.46443420
Epoch:363 Loss:0.46921704
Epoch:364 Loss:0.47303839
Epoch:365 Loss:0.47168140
Epoch:366 Loss:0.46834218
Epoch:367 Loss:0.46945631
Epoch:368 Loss:0.46966736
Epoch:369 Loss:0.47034668
Epoch:370 Loss:0.46865109
Epoch:371 Loss:0.47282606
Epoch:372 Loss:0.47600023
Epoch:373 Loss:0.47439265
Epoch:374 Loss:0.47066698
Epoch:375 Loss:0.46774744
Epoch:376 Loss:0.46739052
Epoch:377 Loss:0.46235591
Epoch:378 Loss:0.46524650
Epoch:379 Loss:0.45749082
Epoch:380 Loss:0.46600110
Epoch:381 Loss:0.46272997
Epoch:382 Loss:0.44847229
Epoch:383 Loss:0.46668604
Epoch:384 Loss:0.45581607
Epoch:385 Loss:0.45690905
Epoch:386 Loss:0.46445985
Epoch:387 Loss:0.45590426
Epoch:388 Loss:0.46885981
Epoch:389 Loss:0.45124268
Epoch:390 Loss:0.46230206
Epoch:391 Loss:0.45953864
Epoch:392 Loss:0.46615584
Epoch:393 Loss:0.45734712
Epoch:394 Loss:0.46267120
Epoch:395 Loss:0.47137486
Epoch:396 Loss:0.46810207
Epoch:397 Loss:0.46454773
Epoch:398 Loss:0.45671979
Epoch:399 Loss:0.45739273
Loading 382th epoch
Testing AUC!
/home/syf/subgraph-contrast/utils.py:150: RuntimeWarning: divide by zero encountered in power
  d_inv_sqrt = np.power(rowsum, -0.5).flatten()
